Date, Time, Height in MM
02/10/2015, 23:35:39, 961
02/10/2015, 23:35:41, 961
02/10/2015, 23:35:43, 961
02/10/2015, 23:35:44, 960
02/10/2015, 23:35:46, 961
02/10/2015, 23:35:48, 961
02/10/2015, 23:35:50, 961
02/10/2015, 23:35:51, 961
02/10/2015, 23:35:53, 961
02/10/2015, 23:35:55, 961
02/10/2015, 23:35:57, 961
02/10/2015, 23:35:58, 961
02/10/2015, 23:36:00, 961
02/10/2015, 23:36:02, 961
02/10/2015, 23:36:04, 961
02/10/2015, 23:36:06, 961
02/10/2015, 23:36:07, 961
02/10/2015, 23:36:09, 961
02/10/2015, 23:36:11, 961
02/10/2015, 23:36:13, 961
02/10/2015, 23:36:14, 961
02/10/2015, 23:36:16, 961
02/10/2015, 23:36:18, 961
02/10/2015, 23:36:20, 961
02/10/2015, 23:36:21, 961
02/10/2015, 23:36:23, 961
02/10/2015, 23:36:25, 961
02/10/2015, 23:36:27, 960
02/10/2015, 23:36:28, 960
02/10/2015, 23:36:30, 960
02/10/2015, 23:36:32, 961
02/10/2015, 23:36:34, 961
02/10/2015, 23:36:35, 961
02/10/2015, 23:36:37, 961
02/10/2015, 23:36:39, 961
02/10/2015, 23:36:41, 961
02/10/2015, 23:36:43, 961
02/10/2015, 23:36:44, 961
02/10/2015, 23:36:46, 961
02/10/2015, 23:36:48, 961
02/10/2015, 23:36:50, 961
02/10/2015, 23:36:51, 961
02/10/2015, 23:36:53, 960
02/10/2015, 23:36:55, 960
02/10/2015, 23:36:57, 960
02/10/2015, 23:36:58, 960
02/10/2015, 23:37:00, 960
02/10/2015, 23:37:02, 960
02/10/2015, 23:37:04, 961
02/10/2015, 23:37:05, 961
02/10/2015, 23:37:07, 961
02/10/2015, 23:37:09, 961
02/10/2015, 23:37:11, 961
02/10/2015, 23:37:13, 961
02/10/2015, 23:37:14, 960
02/10/2015, 23:37:16, 960
02/10/2015, 23:37:18, 961
02/10/2015, 23:37:20, 961
02/10/2015, 23:37:21, 961
02/10/2015, 23:37:23, 961
02/10/2015, 23:37:25, 961
02/10/2015, 23:37:27, 961
02/10/2015, 23:37:28, 961
02/10/2015, 23:37:30, 961
02/10/2015, 23:37:32, 961
02/10/2015, 23:37:34, 961
02/10/2015, 23:37:35, 961
02/10/2015, 23:37:37, 961
02/10/2015, 23:37:39, 961
02/10/2015, 23:37:41, 961
02/10/2015, 23:37:43, 960
02/10/2015, 23:37:44, 960
02/10/2015, 23:37:46, 960
02/10/2015, 23:37:48, 961
02/10/2015, 23:37:50, 960
02/10/2015, 23:37:51, 960
02/10/2015, 23:37:53, 961
02/10/2015, 23:37:55, 961
02/10/2015, 23:37:57, 961
02/10/2015, 23:37:58, 961
02/10/2015, 23:38:00, 961
02/10/2015, 23:38:02, 961
02/10/2015, 23:38:04, 961
02/10/2015, 23:38:05, 961
02/10/2015, 23:38:07, 961
02/10/2015, 23:38:09, 961
02/10/2015, 23:38:11, 961
02/10/2015, 23:38:13, 960
02/10/2015, 23:38:14, 961
02/10/2015, 23:38:16, 961
02/10/2015, 23:38:18, 960
02/10/2015, 23:38:20, 960
02/10/2015, 23:38:21, 961
02/10/2015, 23:38:23, 961
02/10/2015, 23:38:25, 961
02/10/2015, 23:38:27, 961
02/10/2015, 23:38:28, 961
02/10/2015, 23:38:30, 961
02/10/2015, 23:38:32, 961
02/10/2015, 23:38:34, 961
02/10/2015, 23:38:35, 961
02/10/2015, 23:38:37, 961
02/10/2015, 23:38:39, 961
02/10/2015, 23:38:41, 961
02/10/2015, 23:38:42, 961
02/10/2015, 23:38:44, 961
02/10/2015, 23:38:46, 961
02/10/2015, 23:38:48, 961
02/10/2015, 23:38:50, 961
02/10/2015, 23:38:51, 961
02/10/2015, 23:38:53, 961
02/10/2015, 23:38:55, 961
02/10/2015, 23:38:57, 961
02/10/2015, 23:38:58, 961
02/10/2015, 23:39:00, 960
02/10/2015, 23:39:02, 960
02/10/2015, 23:39:04, 960
02/10/2015, 23:39:05, 960
02/10/2015, 23:39:07, 960
02/10/2015, 23:39:09, 960
02/10/2015, 23:39:11, 960
02/10/2015, 23:39:12, 960
02/10/2015, 23:39:14, 960
02/10/2015, 23:39:16, 961
02/10/2015, 23:39:18, 961
02/10/2015, 23:39:20, 961
02/10/2015, 23:39:21, 961
02/10/2015, 23:39:23, 961
02/10/2015, 23:39:25, 961
02/10/2015, 23:39:27, 961
02/10/2015, 23:39:28, 961
02/10/2015, 23:39:30, 961
02/10/2015, 23:39:32, 961
02/10/2015, 23:39:34, 961
02/10/2015, 23:39:35, 961
02/10/2015, 23:39:37, 960
02/10/2015, 23:39:39, 961
02/10/2015, 23:39:41, 961
02/10/2015, 23:39:42, 961
02/10/2015, 23:39:44, 961
02/10/2015, 23:39:46, 961
02/10/2015, 23:39:48, 961
02/10/2015, 23:39:50, 961
02/10/2015, 23:39:51, 961
02/10/2015, 23:39:53, 961
02/10/2015, 23:39:55, 961
02/10/2015, 23:39:57, 961
02/10/2015, 23:39:58, 961
02/10/2015, 23:40:00, 961
02/10/2015, 23:40:02, 961
02/10/2015, 23:40:04, 961
02/10/2015, 23:40:05, 961
02/10/2015, 23:40:07, 961
02/10/2015, 23:40:09, 961
02/10/2015, 23:40:11, 961
02/10/2015, 23:40:12, 961
02/10/2015, 23:40:14, 961
02/10/2015, 23:40:16, 961
02/10/2015, 23:40:18, 961
02/10/2015, 23:40:20, 961
02/10/2015, 23:40:21, 961
02/10/2015, 23:40:23, 961
02/10/2015, 23:40:25, 961
02/10/2015, 23:40:27, 960
02/10/2015, 23:40:28, 961
02/10/2015, 23:40:30, 961
02/10/2015, 23:40:32, 961
02/10/2015, 23:40:34, 961
02/10/2015, 23:40:35, 961
02/10/2015, 23:40:37, 961
02/10/2015, 23:40:39, 961
02/10/2015, 23:40:41, 961
02/10/2015, 23:40:42, 961
02/10/2015, 23:40:44, 961
02/10/2015, 23:40:46, 961
02/10/2015, 23:40:48, 961
02/10/2015, 23:40:49, 961
02/10/2015, 23:40:51, 961
02/10/2015, 23:40:53, 961
02/10/2015, 23:40:55, 961
02/10/2015, 23:40:57, 961
02/10/2015, 23:40:58, 961
02/10/2015, 23:41:00, 961
02/10/2015, 23:41:02, 961
02/10/2015, 23:41:04, 961
02/10/2015, 23:41:05, 961
02/10/2015, 23:41:07, 961
02/10/2015, 23:41:09, 961
02/10/2015, 23:41:11, 961
02/10/2015, 23:41:12, 961
02/10/2015, 23:41:14, 961
02/10/2015, 23:41:16, 961
02/10/2015, 23:41:18, 960
02/10/2015, 23:41:19, 961
02/10/2015, 23:41:21, 961
02/10/2015, 23:41:23, 961
02/10/2015, 23:41:25, 961
02/10/2015, 23:41:27, 961
02/10/2015, 23:41:28, 961
02/10/2015, 23:41:30, 960
02/10/2015, 23:41:32, 961
02/10/2015, 23:41:34, 960
02/10/2015, 23:41:35, 960
02/10/2015, 23:41:37, 960
02/10/2015, 23:41:39, 961
02/10/2015, 23:41:41, 961
02/10/2015, 23:41:42, 961
02/10/2015, 23:41:44, 961
02/10/2015, 23:41:46, 961
02/10/2015, 23:41:48, 961
02/10/2015, 23:41:49, 960
02/10/2015, 23:41:51, 960
02/10/2015, 23:41:53, 961
02/10/2015, 23:41:55, 961
02/10/2015, 23:41:57, 961
02/10/2015, 23:41:58, 961
02/10/2015, 23:42:00, 961
02/10/2015, 23:42:02, 961
02/10/2015, 23:42:04, 960
02/10/2015, 23:42:05, 960
02/10/2015, 23:42:07, 960
02/10/2015, 23:42:09, 960
02/10/2015, 23:42:11, 961
02/10/2015, 23:42:12, 961
02/10/2015, 23:42:14, 961
02/10/2015, 23:42:16, 961
02/10/2015, 23:42:18, 961
02/10/2015, 23:42:19, 961
02/10/2015, 23:42:21, 961
02/10/2015, 23:42:23, 961
02/10/2015, 23:42:25, 961
02/10/2015, 23:42:27, 961
02/10/2015, 23:42:28, 961
02/10/2015, 23:42:30, 961
02/10/2015, 23:42:32, 961
02/10/2015, 23:42:34, 961
02/10/2015, 23:42:35, 961
02/10/2015, 23:42:37, 961
02/10/2015, 23:42:39, 961
02/10/2015, 23:42:41, 961
02/10/2015, 23:42:42, 961
02/10/2015, 23:42:44, 961
02/10/2015, 23:42:46, 961
02/10/2015, 23:42:48, 961
02/10/2015, 23:42:49, 961
02/10/2015, 23:42:51, 961
02/10/2015, 23:42:53, 961
02/10/2015, 23:42:55, 961
02/10/2015, 23:42:57, 961
02/10/2015, 23:42:58, 961
02/10/2015, 23:43:00, 961
02/10/2015, 23:43:02, 961
02/10/2015, 23:43:04, 961
02/10/2015, 23:43:05, 961
02/10/2015, 23:43:07, 961
02/10/2015, 23:43:09, 961
02/10/2015, 23:43:11, 961
02/10/2015, 23:43:12, 961
02/10/2015, 23:43:14, 961
02/10/2015, 23:43:16, 961
02/10/2015, 23:43:18, 961
02/10/2015, 23:43:19, 961
02/10/2015, 23:43:21, 961
02/10/2015, 23:43:23, 960
02/10/2015, 23:43:25, 961
02/10/2015, 23:43:26, 961
02/10/2015, 23:43:28, 961
02/10/2015, 23:43:30, 961
02/10/2015, 23:43:32, 961
02/10/2015, 23:43:34, 961
02/10/2015, 23:43:35, 961
02/10/2015, 23:43:37, 961
02/10/2015, 23:43:39, 961
02/10/2015, 23:43:41, 961
02/10/2015, 23:43:42, 961
02/10/2015, 23:43:44, 961
02/10/2015, 23:43:46, 961
02/10/2015, 23:43:48, 961
02/10/2015, 23:43:49, 961
02/10/2015, 23:43:51, 961
02/10/2015, 23:43:53, 961
02/10/2015, 23:43:55, 961
02/10/2015, 23:43:56, 960
02/10/2015, 23:43:58, 960
02/10/2015, 23:44:00, 960
02/10/2015, 23:44:02, 960
02/10/2015, 23:44:04, 960
02/10/2015, 23:44:05, 960
02/10/2015, 23:44:07, 961
02/10/2015, 23:44:09, 961
02/10/2015, 23:44:11, 961
02/10/2015, 23:44:12, 961
02/10/2015, 23:44:14, 961
02/10/2015, 23:44:16, 961
02/10/2015, 23:44:18, 961
02/10/2015, 23:44:19, 961
02/10/2015, 23:44:21, 961
02/10/2015, 23:44:23, 961
02/10/2015, 23:44:25, 961
02/10/2015, 23:44:26, 961
02/10/2015, 23:44:28, 961
02/10/2015, 23:44:30, 961
02/10/2015, 23:44:32, 961
02/10/2015, 23:44:34, 961
02/10/2015, 23:44:35, 961
02/10/2015, 23:44:37, 961
02/10/2015, 23:44:39, 961
02/10/2015, 23:44:41, 961
02/10/2015, 23:44:42, 961
02/10/2015, 23:44:44, 961
02/10/2015, 23:44:46, 961
02/10/2015, 23:44:48, 961
02/10/2015, 23:44:49, 961
02/10/2015, 23:44:51, 961
02/10/2015, 23:44:53, 961
02/10/2015, 23:44:55, 960
02/10/2015, 23:44:56, 960
02/10/2015, 23:44:58, 961
02/10/2015, 23:45:00, 961
02/10/2015, 23:45:02, 961
02/10/2015, 23:45:04, 961
02/10/2015, 23:45:05, 961
02/10/2015, 23:45:07, 961
02/10/2015, 23:45:09, 961
02/10/2015, 23:45:11, 961
02/10/2015, 23:45:12, 961
02/10/2015, 23:45:14, 961
02/10/2015, 23:45:16, 961
02/10/2015, 23:45:18, 961
02/10/2015, 23:45:19, 961
02/10/2015, 23:45:21, 961
02/10/2015, 23:45:23, 961
02/10/2015, 23:45:25, 961
02/10/2015, 23:45:26, 961
02/10/2015, 23:45:28, 961
02/10/2015, 23:45:30, 961
02/10/2015, 23:45:32, 961
02/10/2015, 23:45:33, 961
02/10/2015, 23:45:35, 961
02/10/2015, 23:45:37, 961
02/10/2015, 23:45:39, 961
02/10/2015, 23:45:41, 961
02/10/2015, 23:45:42, 961
02/10/2015, 23:45:44, 960
02/10/2015, 23:45:46, 961
02/10/2015, 23:45:48, 961
02/10/2015, 23:45:49, 961
02/10/2015, 23:45:51, 961
02/10/2015, 23:45:53, 961
02/10/2015, 23:45:55, 961
02/10/2015, 23:45:56, 961
02/10/2015, 23:45:58, 961
02/10/2015, 23:46:00, 961
02/10/2015, 23:46:02, 960
02/10/2015, 23:46:03, 961
02/10/2015, 23:46:05, 961
02/10/2015, 23:46:07, 961
02/10/2015, 23:46:09, 961
02/10/2015, 23:46:11, 961
02/10/2015, 23:46:12, 961
02/10/2015, 23:46:14, 961
02/10/2015, 23:46:16, 961
02/10/2015, 23:46:18, 961
02/10/2015, 23:46:19, 961
02/10/2015, 23:46:21, 961
02/10/2015, 23:46:23, 961
02/10/2015, 23:46:25, 961
02/10/2015, 23:46:26, 961
02/10/2015, 23:46:28, 961
02/10/2015, 23:46:30, 961
02/10/2015, 23:46:32, 961
02/10/2015, 23:46:33, 961
02/10/2015, 23:46:35, 961
02/10/2015, 23:46:37, 961
02/10/2015, 23:46:39, 961
02/10/2015, 23:46:41, 961
02/10/2015, 23:46:42, 961
02/10/2015, 23:46:44, 961
02/10/2015, 23:46:46, 961
02/10/2015, 23:46:48, 961
02/10/2015, 23:46:49, 961
02/10/2015, 23:46:51, 961
02/10/2015, 23:46:53, 961
02/10/2015, 23:46:55, 961
02/10/2015, 23:46:56, 961
02/10/2015, 23:46:58, 961
02/10/2015, 23:47:00, 961
02/10/2015, 23:47:02, 961
02/10/2015, 23:47:03, 961
02/10/2015, 23:47:05, 961
02/10/2015, 23:47:07, 961
02/10/2015, 23:47:09, 961
02/10/2015, 23:47:11, 960
02/10/2015, 23:47:12, 960
02/10/2015, 23:47:14, 960
02/10/2015, 23:47:16, 960
02/10/2015, 23:47:18, 961
02/10/2015, 23:47:19, 961
02/10/2015, 23:47:21, 961
02/10/2015, 23:47:23, 961
02/10/2015, 23:47:25, 962
02/10/2015, 23:47:26, 961
02/10/2015, 23:47:28, 961
02/10/2015, 23:47:30, 961
02/10/2015, 23:47:32, 961
02/10/2015, 23:47:33, 961
02/10/2015, 23:47:35, 961
02/10/2015, 23:47:37, 961
02/10/2015, 23:47:39, 961
02/10/2015, 23:47:40, 961
02/10/2015, 23:47:42, 961
02/10/2015, 23:47:44, 960
02/10/2015, 23:47:46, 961
02/10/2015, 23:47:48, 961
02/10/2015, 23:47:49, 961
02/10/2015, 23:47:51, 961
02/10/2015, 23:47:53, 961
02/10/2015, 23:47:55, 961
02/10/2015, 23:47:56, 961
02/10/2015, 23:47:58, 961
02/10/2015, 23:48:00, 961
02/10/2015, 23:48:02, 961
02/10/2015, 23:48:03, 961
02/10/2015, 23:48:05, 961
02/10/2015, 23:48:07, 961
02/10/2015, 23:48:09, 961
02/10/2015, 23:48:10, 961
02/10/2015, 23:48:12, 961
02/10/2015, 23:48:14, 961
02/10/2015, 23:48:16, 961
02/10/2015, 23:48:18, 961
02/10/2015, 23:48:19, 961
02/10/2015, 23:48:21, 961
02/10/2015, 23:48:23, 960
02/10/2015, 23:48:25, 960
02/10/2015, 23:48:26, 960
02/10/2015, 23:48:28, 961
02/10/2015, 23:48:30, 961
02/10/2015, 23:48:32, 961
02/10/2015, 23:48:33, 961
02/10/2015, 23:48:35, 961
02/10/2015, 23:48:37, 961
02/10/2015, 23:48:39, 961
02/10/2015, 23:48:40, 961
02/10/2015, 23:48:42, 961
02/10/2015, 23:48:44, 961
02/10/2015, 23:48:46, 961
02/10/2015, 23:48:48, 961
02/10/2015, 23:48:49, 961
02/10/2015, 23:48:51, 961
02/10/2015, 23:48:53, 961
02/10/2015, 23:48:55, 960
02/10/2015, 23:48:56, 961
02/10/2015, 23:48:58, 961
02/10/2015, 23:49:00, 961
02/10/2015, 23:49:02, 961
02/10/2015, 23:49:03, 961
02/10/2015, 23:49:05, 961
02/10/2015, 23:49:07, 961
02/10/2015, 23:49:09, 961
02/10/2015, 23:49:10, 961
02/10/2015, 23:49:12, 961
02/10/2015, 23:49:14, 961
02/10/2015, 23:49:16, 961
02/10/2015, 23:49:18, 961
02/10/2015, 23:49:19, 961
02/10/2015, 23:49:21, 961
02/10/2015, 23:49:23, 961
02/10/2015, 23:49:25, 961
02/10/2015, 23:49:26, 961
02/10/2015, 23:49:28, 961
02/10/2015, 23:49:30, 961
02/10/2015, 23:49:32, 961
02/10/2015, 23:49:33, 961
02/10/2015, 23:49:35, 961
02/10/2015, 23:49:37, 961
02/10/2015, 23:49:39, 961
02/10/2015, 23:49:40, 961
02/10/2015, 23:49:42, 961
02/10/2015, 23:49:44, 961
02/10/2015, 23:49:46, 961
02/10/2015, 23:49:47, 961
02/10/2015, 23:49:49, 961
02/10/2015, 23:49:51, 961
02/10/2015, 23:49:53, 961
02/10/2015, 23:49:55, 961
02/10/2015, 23:49:56, 960
02/10/2015, 23:49:58, 960
02/10/2015, 23:50:00, 961
02/10/2015, 23:50:02, 961
02/10/2015, 23:50:03, 961
02/10/2015, 23:50:05, 960
02/10/2015, 23:50:07, 961
02/10/2015, 23:50:09, 961
02/10/2015, 23:50:10, 961
02/10/2015, 23:50:12, 961
02/10/2015, 23:50:14, 961
02/10/2015, 23:50:16, 961
02/10/2015, 23:50:17, 961
02/10/2015, 23:50:19, 961
02/10/2015, 23:50:21, 961
02/10/2015, 23:50:23, 961
02/10/2015, 23:50:25, 961
02/10/2015, 23:50:26, 961
02/10/2015, 23:50:28, 961
02/10/2015, 23:50:30, 960
02/10/2015, 23:50:32, 960
02/10/2015, 23:50:33, 960
02/10/2015, 23:50:35, 960
02/10/2015, 23:50:37, 960
02/10/2015, 23:50:39, 960
02/10/2015, 23:50:40, 960
02/10/2015, 23:50:42, 960
02/10/2015, 23:50:44, 961
02/10/2015, 23:50:46, 960
02/10/2015, 23:50:47, 960
02/10/2015, 23:50:49, 960
02/10/2015, 23:50:51, 960
02/10/2015, 23:50:53, 960
02/10/2015, 23:50:55, 960
02/10/2015, 23:50:56, 961
02/10/2015, 23:50:58, 961
02/10/2015, 23:51:00, 961
02/10/2015, 23:51:02, 961
02/10/2015, 23:51:03, 961
02/10/2015, 23:51:05, 961
02/10/2015, 23:51:07, 961
02/10/2015, 23:51:09, 961
02/10/2015, 23:51:10, 961
02/10/2015, 23:51:12, 961
02/10/2015, 23:51:14, 961
02/10/2015, 23:51:16, 961
02/10/2015, 23:51:17, 961
02/10/2015, 23:51:19, 961
02/10/2015, 23:51:21, 961
02/10/2015, 23:51:23, 961
02/10/2015, 23:51:25, 961
02/10/2015, 23:51:26, 961
02/10/2015, 23:51:28, 961
02/10/2015, 23:51:30, 961
02/10/2015, 23:51:32, 961
02/10/2015, 23:51:33, 961
02/10/2015, 23:51:35, 961
02/10/2015, 23:51:37, 961
02/10/2015, 23:51:39, 961
02/10/2015, 23:51:40, 961
02/10/2015, 23:51:42, 961
02/10/2015, 23:51:44, 961
02/10/2015, 23:51:46, 961
02/10/2015, 23:51:47, 961
02/10/2015, 23:51:49, 961
02/10/2015, 23:51:51, 961
02/10/2015, 23:51:53, 961
02/10/2015, 23:51:54, 961
02/10/2015, 23:51:56, 961
02/10/2015, 23:51:58, 961
02/10/2015, 23:52:00, 961
02/10/2015, 23:52:02, 961
02/10/2015, 23:52:03, 961
02/10/2015, 23:52:05, 961
02/10/2015, 23:52:07, 961
02/10/2015, 23:52:09, 961
02/10/2015, 23:52:10, 961
02/10/2015, 23:52:12, 961
02/10/2015, 23:52:14, 961
02/10/2015, 23:52:16, 961
02/10/2015, 23:52:17, 961
02/10/2015, 23:52:19, 961
02/10/2015, 23:52:21, 961
02/10/2015, 23:52:23, 961
02/10/2015, 23:52:24, 961
02/10/2015, 23:52:26, 961
02/10/2015, 23:52:28, 961
02/10/2015, 23:52:30, 961
02/10/2015, 23:52:32, 961
02/10/2015, 23:52:33, 961
02/10/2015, 23:52:35, 961
02/10/2015, 23:52:37, 961
02/10/2015, 23:52:39, 961
02/10/2015, 23:52:40, 961
02/10/2015, 23:52:42, 961
02/10/2015, 23:52:44, 961
02/10/2015, 23:52:46, 961
02/10/2015, 23:52:47, 961
02/10/2015, 23:52:49, 961
02/10/2015, 23:52:51, 961
02/10/2015, 23:52:53, 961
02/10/2015, 23:52:54, 961
02/10/2015, 23:52:56, 961
02/10/2015, 23:52:58, 961
02/10/2015, 23:53:00, 961
02/10/2015, 23:53:02, 961
02/10/2015, 23:53:03, 961
02/10/2015, 23:53:05, 961
02/10/2015, 23:53:07, 961
02/10/2015, 23:53:09, 961
02/10/2015, 23:53:10, 961
02/10/2015, 23:53:12, 961
02/10/2015, 23:53:14, 961
02/10/2015, 23:53:16, 961
02/10/2015, 23:53:17, 961
02/10/2015, 23:53:19, 961
02/10/2015, 23:53:21, 961
02/10/2015, 23:53:23, 961
02/10/2015, 23:53:24, 961
02/10/2015, 23:53:26, 961
02/10/2015, 23:53:28, 961
02/10/2015, 23:53:30, 961
02/10/2015, 23:53:32, 961
02/10/2015, 23:53:33, 961
02/10/2015, 23:53:35, 961
02/10/2015, 23:53:37, 961
02/10/2015, 23:53:39, 961
02/10/2015, 23:53:40, 961
02/10/2015, 23:53:42, 961
02/10/2015, 23:53:44, 961
02/10/2015, 23:53:46, 961
02/10/2015, 23:53:47, 961
02/10/2015, 23:53:49, 961
02/10/2015, 23:53:51, 961
02/10/2015, 23:53:53, 961
02/10/2015, 23:53:54, 961
02/10/2015, 23:53:56, 961
02/10/2015, 23:53:58, 961
02/10/2015, 23:54:00, 961
02/10/2015, 23:54:01, 961
02/10/2015, 23:54:03, 961
02/10/2015, 23:54:05, 961
02/10/2015, 23:54:07, 962
02/10/2015, 23:54:09, 962
02/10/2015, 23:54:10, 962
02/10/2015, 23:54:12, 961
02/10/2015, 23:54:14, 962
02/10/2015, 23:54:16, 962
02/10/2015, 23:54:17, 962
02/10/2015, 23:54:19, 961
02/10/2015, 23:54:21, 961
02/10/2015, 23:54:23, 961
02/10/2015, 23:54:24, 961
02/10/2015, 23:54:26, 961
02/10/2015, 23:54:28, 961
02/10/2015, 23:54:30, 961
02/10/2015, 23:54:31, 961
02/10/2015, 23:54:33, 961
02/10/2015, 23:54:35, 961
02/10/2015, 23:54:37, 961
02/10/2015, 23:54:39, 961
02/10/2015, 23:54:40, 961
02/10/2015, 23:54:42, 961
02/10/2015, 23:54:44, 961
02/10/2015, 23:54:46, 961
02/10/2015, 23:54:47, 960
02/10/2015, 23:54:49, 961
02/10/2015, 23:54:51, 960
02/10/2015, 23:54:53, 960
02/10/2015, 23:54:54, 961
02/10/2015, 23:54:56, 961
02/10/2015, 23:54:58, 961
02/10/2015, 23:55:00, 961
02/10/2015, 23:55:01, 961
02/10/2015, 23:55:03, 961
02/10/2015, 23:55:05, 961
02/10/2015, 23:55:07, 961
02/10/2015, 23:55:09, 961
02/10/2015, 23:55:10, 961
02/10/2015, 23:55:12, 961
02/10/2015, 23:55:14, 961
02/10/2015, 23:55:16, 961
02/10/2015, 23:55:17, 961
02/10/2015, 23:55:19, 961
02/10/2015, 23:55:21, 961
02/10/2015, 23:55:23, 961
02/10/2015, 23:55:24, 961
02/10/2015, 23:55:26, 961
02/10/2015, 23:55:28, 961
02/10/2015, 23:55:30, 961
02/10/2015, 23:55:31, 961
02/10/2015, 23:55:33, 961
02/10/2015, 23:55:35, 961
02/10/2015, 23:55:37, 961
02/10/2015, 23:55:38, 961
02/10/2015, 23:55:40, 961
02/10/2015, 23:55:42, 961
02/10/2015, 23:55:44, 961
02/10/2015, 23:55:46, 961
02/10/2015, 23:55:47, 961
02/10/2015, 23:55:49, 961
02/10/2015, 23:55:51, 961
02/10/2015, 23:55:53, 961
02/10/2015, 23:55:54, 961
02/10/2015, 23:55:56, 961
02/10/2015, 23:55:58, 961
02/10/2015, 23:56:00, 961
02/10/2015, 23:56:01, 961
02/10/2015, 23:56:03, 961
02/10/2015, 23:56:05, 961
02/10/2015, 23:56:07, 961
02/10/2015, 23:56:08, 961
02/10/2015, 23:56:10, 961
02/10/2015, 23:56:12, 961
02/10/2015, 23:56:14, 962
02/10/2015, 23:56:16, 962
02/10/2015, 23:56:17, 962
02/10/2015, 23:56:19, 961
02/10/2015, 23:56:21, 961
02/10/2015, 23:56:23, 961
02/10/2015, 23:56:24, 961
02/10/2015, 23:56:26, 961
02/10/2015, 23:56:28, 961
02/10/2015, 23:56:30, 961
02/10/2015, 23:56:31, 961
02/10/2015, 23:56:33, 961
02/10/2015, 23:56:35, 961
02/10/2015, 23:56:37, 961
02/10/2015, 23:56:38, 961
02/10/2015, 23:56:40, 961
02/10/2015, 23:56:42, 961
02/10/2015, 23:56:44, 961
02/10/2015, 23:56:46, 961
02/10/2015, 23:56:47, 961
02/10/2015, 23:56:49, 961
02/10/2015, 23:56:51, 961
02/10/2015, 23:56:53, 961
02/10/2015, 23:56:54, 961
02/10/2015, 23:56:56, 961
02/10/2015, 23:56:58, 961
02/10/2015, 23:57:00, 961
02/10/2015, 23:57:01, 962
02/10/2015, 23:57:03, 962
02/10/2015, 23:57:05, 962
02/10/2015, 23:57:07, 961
02/10/2015, 23:57:08, 961
02/10/2015, 23:57:10, 962
02/10/2015, 23:57:12, 961
02/10/2015, 23:57:14, 961
02/10/2015, 23:57:15, 961
02/10/2015, 23:57:17, 961
02/10/2015, 23:57:19, 961
02/10/2015, 23:57:21, 961
02/10/2015, 23:57:23, 961
02/10/2015, 23:57:24, 961
02/10/2015, 23:57:26, 962
02/10/2015, 23:57:28, 962
02/10/2015, 23:57:30, 962
02/10/2015, 23:57:31, 962
02/10/2015, 23:57:33, 962
02/10/2015, 23:57:35, 962
02/10/2015, 23:57:37, 961
02/10/2015, 23:57:38, 961
02/10/2015, 23:57:40, 961
02/10/2015, 23:57:42, 961
02/10/2015, 23:57:44, 961
02/10/2015, 23:57:45, 961
02/10/2015, 23:57:47, 961
02/10/2015, 23:57:49, 961
02/10/2015, 23:57:51, 961
02/10/2015, 23:57:53, 961
02/10/2015, 23:57:54, 961
02/10/2015, 23:57:56, 961
02/10/2015, 23:57:58, 961
02/10/2015, 23:58:00, 961
02/10/2015, 23:58:01, 961
02/10/2015, 23:58:03, 961
02/10/2015, 23:58:05, 961
02/10/2015, 23:58:07, 961
02/10/2015, 23:58:08, 961
02/10/2015, 23:58:10, 961
02/10/2015, 23:58:12, 961
02/10/2015, 23:58:14, 961
02/10/2015, 23:58:15, 962
02/10/2015, 23:58:17, 962
02/10/2015, 23:58:19, 961
02/10/2015, 23:58:21, 961
02/10/2015, 23:58:23, 961
02/10/2015, 23:58:24, 961
02/10/2015, 23:58:26, 960
02/10/2015, 23:58:28, 961
02/10/2015, 23:58:30, 961
02/10/2015, 23:58:31, 961
02/10/2015, 23:58:33, 961
02/10/2015, 23:58:35, 961
02/10/2015, 23:58:37, 962
02/10/2015, 23:58:38, 961
02/10/2015, 23:58:40, 961
02/10/2015, 23:58:42, 961
02/10/2015, 23:58:44, 961
02/10/2015, 23:58:45, 961
02/10/2015, 23:58:47, 961
02/10/2015, 23:58:49, 961
02/10/2015, 23:58:51, 961
02/10/2015, 23:58:52, 961
02/10/2015, 23:58:54, 961
02/10/2015, 23:58:56, 961
02/10/2015, 23:58:58, 961
02/10/2015, 23:59:00, 961
02/10/2015, 23:59:01, 961
02/10/2015, 23:59:03, 961
02/10/2015, 23:59:05, 961
02/10/2015, 23:59:07, 961
02/10/2015, 23:59:08, 961
02/10/2015, 23:59:10, 961
02/10/2015, 23:59:12, 961
02/10/2015, 23:59:14, 961
02/10/2015, 23:59:15, 961
02/10/2015, 23:59:17, 961
02/10/2015, 23:59:19, 961
02/10/2015, 23:59:21, 961
02/10/2015, 23:59:22, 961
02/10/2015, 23:59:24, 961
02/10/2015, 23:59:26, 961
02/10/2015, 23:59:28, 961
02/10/2015, 23:59:30, 961
02/10/2015, 23:59:31, 961
02/10/2015, 23:59:33, 961
02/10/2015, 23:59:35, 960
02/10/2015, 23:59:37, 960
02/10/2015, 23:59:38, 960
02/10/2015, 23:59:40, 960
02/10/2015, 23:59:42, 960
02/10/2015, 23:59:44, 960
02/10/2015, 23:59:45, 961
02/10/2015, 23:59:47, 961
